age,edu,edunumber,gender,gov,marriage,relation,skin,workhour,occupation,income
30,1,13,2,1,1,1,5,40,0,1
58,4,0,1,2,1,3,1,60,2,0
19,4,0,2,1,3,2,1,14,3,0
21,1,13,1,1,3,4,1,40,7,0
33,1,13,1,1,1,3,1,60,5,1
47,16,3,1,3,1,3,1,50,0,0
52,15,16,1,2,1,3,1,60,6,1
26,4,0,1,1,2,4,1,55,2,0
60,4,0,1,1,1,3,1,40,2,0
21,2,10,1,1,3,2,1,40,7,0
36,2,10,1,1,1,3,1,50,4,1
31,2,10,1,1,1,3,1,45,2,0
50,15,16,1,3,4,4,1,40,6,1
31,4,0,2,5,2,6,1,40,0,0
71,4,0,1,1,1,3,1,15,2,0
58,4,0,1,0,1,3,1,50,0,0
30,1,13,1,6,1,3,1,40,1,1
20,2,10,1,1,3,2,1,20,3,0
24,4,0,1,1,3,5,1,50,5,0
35,15,16,1,1,1,3,2,40,6,1
38,2,10,2,6,4,4,1,45,5,0
27,4,0,2,1,3,2,1,32,8,0
29,2,10,2,6,3,6,2,40,0,0
70,0,5,2,0,5,6,1,15,0,0
34,4,0,1,1,1,3,1,45,2,0
44,10,4,1,1,1,3,1,35,2,0
43,4,0,1,1,1,3,1,40,8,1
44,11,8,1,2,1,3,5,40,7,1
35,12,14,1,1,3,4,1,60,4,0
27,2,10,1,1,3,4,1,40,6,0
43,12,14,1,5,3,4,1,38,6,0
20,2,10,2,1,3,4,1,25,4,0
42,7,12,2,1,2,6,1,40,6,1
27,2,10,1,6,1,3,1,40,0,0
42,4,0,1,1,1,3,5,40,2,1
20,3,7,2,0,6,2,2,40,0,0
24,0,5,1,1,3,4,1,40,8,0
48,2,10,1,4,2,4,1,40,5,0
17,3,7,2,0,3,2,1,20,0,0
17,3,7,1,2,3,2,1,10,0,0
33,1,13,1,1,1,3,1,40,5,1
50,4,0,1,3,1,3,1,50,4,1
22,4,0,2,1,3,2,1,40,4,0
17,11,8,1,1,3,2,1,16,3,0
32,2,10,1,1,1,3,1,40,0,0
31,4,0,1,1,3,4,1,45,2,0
58,4,0,1,2,5,4,1,50,5,0
29,4,0,1,5,3,2,1,48,0,0
37,8,11,1,1,1,3,1,40,2,1
34,4,0,1,2,1,3,1,40,2,1
23,2,10,1,5,4,6,5,40,5,0
18,3,7,2,6,3,2,1,5,0,0
34,4,0,2,1,2,4,1,40,5,0
66,10,4,1,0,3,4,1,4,0,0
45,1,13,2,5,1,1,1,55,6,0
41,12,14,1,1,3,4,1,35,5,0
26,4,0,1,1,3,5,1,30,3,0
54,2,10,1,5,1,3,1,40,0,0
24,2,10,2,1,3,2,5,45,8,0
42,2,10,1,1,1,3,1,50,6,0
20,2,10,1,1,3,2,1,20,6,0
23,1,13,2,6,3,4,1,20,1,0
25,7,12,1,0,3,5,1,45,0,0
35,12,14,1,1,3,4,1,60,6,1
31,12,14,1,1,1,3,1,40,1,1
30,1,13,2,1,3,2,1,40,6,0
19,4,0,2,1,3,2,1,20,4,0
36,1,13,1,5,3,4,1,50,6,0
31,1,13,2,1,5,6,1,40,4,0
21,2,10,1,1,3,2,1,30,7,0
31,2,10,1,2,1,3,1,40,2,0
46,15,16,2,1,2,6,1,65,6,1
44,1,13,2,1,2,2,1,50,5,1
40,11,8,1,1,1,3,5,40,3,0
45,2,10,1,1,3,4,5,40,4,0
60,4,0,1,1,1,3,1,35,2,0
18,3,7,1,1,3,5,1,25,3,0
28,1,13,1,1,1,3,1,40,6,0
36,2,10,2,1,2,6,5,40,0,0
36,1,13,1,1,4,4,1,40,6,0
40,8,11,1,1,1,3,1,40,1,0
36,1,13,2,5,2,6,1,35,0,0
31,4,0,2,1,4,6,5,40,3,0
33,4,0,1,1,1,3,1,40,8,0
19,4,0,2,6,3,2,1,40,1,0
22,2,10,2,1,3,2,1,15,4,0
34,1,13,1,1,1,3,1,45,5,1
33,4,0,1,1,3,4,1,40,3,0
41,4,0,1,1,1,3,1,60,2,0
29,1,13,1,1,3,4,1,40,6,0
50,4,0,1,5,1,3,1,42,5,1
42,1,13,1,1,1,3,1,45,5,1
43,1,13,1,1,3,4,1,40,6,1
44,4,0,2,1,1,1,1,40,4,0
20,2,10,2,1,3,4,1,20,3,0
31,4,0,1,1,1,3,1,40,3,0
65,3,7,1,2,1,3,1,59,5,1
23,2,10,2,1,3,4,1,24,3,0
55,2,10,2,1,2,4,2,40,0,0
26,8,11,1,1,1,3,1,45,0,0
25,8,11,2,1,3,2,1,15,3,0
45,2,10,2,0,1,1,5,40,0,0
35,2,10,1,1,1,3,1,40,2,0
36,2,10,2,1,3,4,5,36,4,0
43,1,13,1,6,1,3,1,50,6,0
56,4,0,2,1,5,6,5,20,3,0
42,1,13,1,1,1,3,1,40,1,1
19,2,10,2,1,3,5,1,25,3,0
55,4,0,1,2,1,3,1,72,0,0
42,12,14,2,1,3,4,1,50,5,1
26,8,11,1,1,3,2,1,40,1,0
17,11,8,1,1,3,2,1,20,7,0
42,1,13,2,5,1,1,1,40,6,1
55,4,0,1,1,1,3,1,40,0,1
32,2,10,2,1,3,2,5,40,0,0
29,3,7,1,1,3,2,5,40,2,0
46,1,13,1,6,1,3,1,37,6,0
29,1,13,1,6,1,3,1,40,5,1
22,1,13,1,1,3,6,1,20,6,0
58,14,6,1,2,1,3,1,40,2,0
23,4,0,1,1,3,6,1,50,0,0
39,4,0,1,1,3,4,1,40,7,0
27,8,11,1,1,3,2,1,38,2,0
54,4,0,1,1,1,3,1,40,0,1
33,1,13,2,5,3,4,1,45,6,0
46,4,0,2,4,1,1,1,40,0,1
37,4,0,1,1,3,4,5,40,0,0
36,4,0,2,1,3,4,1,18,3,0
59,4,0,2,5,1,1,1,38,0,1
34,4,0,1,5,2,6,1,40,0,0
53,15,16,1,3,1,3,1,70,5,1
51,1,13,1,1,3,4,1,55,4,1
32,14,6,2,1,4,6,1,42,3,0
31,2,10,1,6,6,5,1,40,3,0
22,2,10,2,1,1,1,1,30,4,0
47,1,13,2,2,2,4,1,50,4,0
32,4,0,1,1,3,4,1,40,8,0
26,2,10,2,1,3,4,1,38,0,0
37,16,3,1,1,4,4,1,32,0,0
31,4,0,1,1,2,6,1,55,2,0
37,8,11,2,1,1,1,1,24,1,1
55,4,0,1,1,3,4,1,38,4,0
23,8,11,1,5,2,4,1,56,1,0
36,2,10,2,1,2,6,1,40,0,0
34,12,14,1,1,1,3,1,40,6,0
43,1,13,1,1,1,3,1,50,4,1
54,2,10,1,1,3,4,1,40,1,0
43,2,10,1,6,1,3,1,40,2,0
28,8,11,2,1,3,4,1,42,8,0
40,8,11,1,1,1,3,1,50,5,1
41,2,10,1,2,1,3,1,60,5,0
40,1,13,2,1,3,4,4,55,4,1
42,2,10,2,1,2,4,5,38,0,0
61,4,0,1,2,1,3,1,50,0,0
18,11,8,1,1,3,2,1,30,8,0
59,4,0,1,0,1,3,1,16,0,0
21,4,0,2,0,3,4,1,40,0,0
48,8,11,1,1,1,3,1,50,1,1
41,1,13,1,3,1,3,1,40,1,0
18,2,10,1,0,3,2,1,33,0,0
23,4,0,2,1,3,4,1,40,4,0
60,4,0,1,1,1,3,1,60,0,1
22,2,10,1,1,3,5,5,20,3,0
61,4,0,1,1,1,3,1,40,8,0
25,4,0,1,1,3,4,5,40,8,0
46,12,14,1,1,3,4,1,35,1,1
43,1,13,1,1,1,3,1,40,5,1
43,7,12,1,1,2,4,1,40,2,0
24,4,0,1,1,3,2,5,30,3,0
68,3,7,1,2,3,6,1,20,0,0
31,4,0,2,1,2,6,1,38,0,0
17,3,7,2,1,3,2,1,20,4,0
32,4,0,1,1,1,3,1,48,2,1
50,12,14,1,0,6,5,1,40,0,0
33,1,13,1,1,1,3,1,47,6,1
64,1,13,1,1,1,3,1,40,6,1
20,4,0,1,1,3,2,1,30,0,0
30,4,0,2,1,4,2,1,36,3,0
22,2,10,1,0,3,2,5,40,0,0
43,2,10,1,1,2,4,1,45,5,0
22,2,10,1,1,3,2,1,40,0,0
17,14,6,1,1,3,2,1,20,0,0
47,4,0,2,2,1,1,1,75,3,0
41,8,11,2,1,3,4,1,60,6,0
56,2,10,1,1,1,3,1,50,2,1
64,4,0,1,1,1,3,1,45,0,0
47,4,0,1,1,1,3,1,50,0,1
48,8,11,1,1,3,6,1,40,0,0
31,12,14,2,1,3,4,1,46,6,0
29,8,11,1,1,3,2,1,40,1,0
30,4,0,2,1,5,4,1,40,0,0
32,4,0,1,1,1,3,1,60,5,0
57,4,0,1,1,5,6,1,42,0,1
62,4,0,2,1,5,4,1,40,3,0
39,4,0,2,1,4,6,1,24,8,0
43,2,10,1,1,3,4,1,25,0,0
24,1,13,1,3,3,2,1,40,4,0
42,3,7,1,0,1,3,1,15,0,0
53,2,10,2,1,1,1,1,40,0,1
26,2,10,1,1,3,2,1,40,7,0
73,4,0,1,2,1,3,1,40,5,0
72,3,7,2,0,5,4,1,24,0,0
55,4,0,1,1,1,3,1,40,8,0
25,4,0,1,1,2,4,1,40,0,0
41,1,13,2,1,2,4,1,50,6,1
24,1,13,1,1,3,4,1,50,5,0
63,4,0,1,1,5,4,1,6,0,0
17,3,7,1,1,3,2,1,20,4,0
35,2,10,1,1,1,3,1,50,2,0
51,2,10,1,1,1,3,1,40,6,1
62,1,13,2,5,5,4,1,48,6,0
55,4,0,1,1,1,3,1,40,2,1
43,2,10,1,1,2,4,1,40,6,0
40,4,0,2,5,2,4,1,50,3,0
37,1,13,1,1,1,3,1,45,5,1
39,1,13,1,1,1,3,1,40,2,0
31,4,0,1,1,3,2,1,18,2,0
61,12,14,2,1,5,4,1,40,6,1
26,8,11,2,1,2,4,1,55,0,0
46,4,0,1,2,1,3,1,50,4,0
26,1,13,2,1,3,4,1,40,6,0
48,15,16,1,6,2,2,1,50,6,1
34,4,0,1,1,3,2,1,40,0,0
34,4,0,2,5,3,2,1,40,0,0
59,4,0,1,1,1,3,1,40,3,1
34,1,13,2,1,3,2,1,40,6,0
49,1,13,2,1,3,4,1,56,5,1
18,3,7,2,1,3,2,1,20,0,0
43,4,0,1,1,1,3,1,40,0,0
48,3,7,1,1,1,3,1,50,5,0
28,2,10,1,3,1,3,1,70,5,0
33,4,0,1,1,1,3,1,40,8,0
24,2,10,2,1,3,4,1,15,4,0
21,14,6,1,1,3,4,1,40,7,0
17,3,7,1,1,3,2,1,28,4,0
39,2,10,1,1,1,3,1,50,0,1
29,1,13,1,2,4,2,1,40,6,0
44,1,13,1,1,1,3,1,40,5,1
24,2,10,1,1,3,2,1,50,0,0
71,12,14,1,2,1,3,1,40,4,1
51,1,13,1,2,1,3,2,40,4,1
55,16,3,1,1,2,6,5,25,3,0
41,1,13,1,1,1,3,1,60,5,1
23,4,0,2,1,3,6,5,7,7,0
38,8,11,2,1,2,6,1,40,0,0
39,4,0,1,1,1,3,1,40,0,1
19,4,0,2,1,3,4,1,30,0,0
49,0,5,2,1,2,4,1,40,8,0
32,1,13,1,1,1,5,1,40,0,1
27,4,0,1,1,1,3,1,70,2,0
38,1,13,1,1,1,3,1,50,4,1
33,2,10,2,1,1,1,1,60,2,0
63,2,10,1,0,1,3,1,15,0,0
23,1,13,1,1,3,2,1,28,5,0
33,2,10,1,3,1,3,1,60,2,0
54,4,0,1,2,1,3,5,40,4,0
29,8,11,2,1,2,4,1,45,1,0
48,2,10,2,0,2,6,5,30,0,0
35,1,13,1,2,3,4,1,40,5,0
28,8,11,2,1,1,1,2,40,0,0
37,1,13,1,1,1,3,1,50,6,1
42,5,15,1,2,1,3,1,65,0,1
40,12,14,1,1,1,3,1,40,6,0
47,2,10,1,1,2,2,1,55,4,0
22,1,13,2,1,3,2,1,50,5,0
30,1,13,1,1,1,3,1,45,5,1
28,4,0,1,1,1,3,1,40,1,0
63,10,4,1,5,1,3,1,55,3,0
51,0,5,1,2,1,3,1,20,2,0
22,4,0,2,1,3,2,1,40,7,0
27,7,12,1,0,1,2,3,40,0,0
35,4,0,1,1,3,4,1,45,4,0
46,4,0,2,1,2,4,1,38,8,0
37,2,10,1,1,2,4,1,52,8,0
24,1,13,1,1,3,2,5,15,6,0
37,4,0,1,2,2,2,1,10,7,0
53,2,10,1,1,1,3,1,40,1,0
27,4,0,1,1,3,4,1,30,4,0
38,2,10,1,1,2,4,1,44,2,0
53,14,6,1,2,1,3,1,60,0,0
34,2,10,1,1,3,4,1,40,2,0
23,4,0,1,1,3,2,5,40,4,0
39,1,13,1,1,1,3,1,45,5,1
43,12,14,2,1,1,1,2,50,6,0
67,4,0,1,3,1,3,2,40,5,1
81,4,0,1,2,1,3,1,30,5,0
21,2,10,1,1,3,2,1,20,3,0
23,2,10,1,1,3,4,1,25,4,0
25,2,10,1,1,3,6,1,40,0,0
42,16,3,2,1,1,1,1,38,8,0
38,2,10,2,1,1,1,5,40,0,0
64,4,0,1,0,1,3,1,5,0,0
32,4,0,1,1,1,3,1,40,8,0
37,4,0,1,1,1,3,1,40,8,0
51,12,14,1,1,1,3,1,60,5,1
22,2,10,2,1,3,4,1,42,4,0
33,13,2,2,1,6,4,1,40,0,0
42,4,0,1,1,2,4,1,55,8,0
19,2,10,2,0,3,2,1,10,0,0
51,17,1,1,5,1,3,1,40,3,0
23,4,0,2,1,1,1,1,40,0,0
37,3,7,1,1,1,3,1,44,8,1
37,4,0,1,1,1,3,1,99,2,1
47,12,14,2,1,3,4,1,25,6,0
41,5,15,1,1,1,3,1,40,6,1
33,4,0,1,1,1,3,1,30,2,0
31,1,13,1,1,3,4,1,40,4,1
31,7,12,2,1,2,6,3,40,3,0
35,4,0,1,1,1,3,5,40,8,0
38,4,0,1,3,1,3,1,40,5,1
18,4,0,2,1,3,4,1,45,3,0
20,4,0,1,1,1,3,1,40,8,0
54,2,10,2,5,2,6,5,35,5,0
40,2,10,2,1,2,6,1,40,0,0
36,1,13,2,3,1,1,1,45,5,1
43,2,10,1,1,2,6,1,35,2,0
44,2,10,1,2,2,6,1,40,0,0
44,4,0,2,6,1,1,1,40,6,1
43,12,14,1,1,1,3,1,43,5,1
51,10,4,2,1,5,6,5,40,3,0
18,4,0,2,1,3,2,1,20,3,0
51,2,10,1,1,1,3,1,40,5,0
41,14,6,1,1,1,3,1,30,2,0
44,2,10,1,3,1,3,1,70,4,1
33,14,6,1,5,2,4,1,40,0,0
33,1,13,1,2,1,3,1,40,5,1
42,7,12,1,1,1,3,1,40,5,1
25,2,10,1,1,1,3,1,45,6,0
32,4,0,2,1,2,4,1,38,8,0
32,1,13,1,1,1,3,1,70,2,0
36,14,6,2,1,2,6,1,40,5,0
28,4,0,1,1,1,3,1,40,0,0
20,4,0,2,1,3,2,1,20,3,0
35,2,10,1,3,1,3,1,60,4,1
55,4,0,1,2,1,3,1,20,2,0
48,1,13,1,1,1,3,2,40,5,1
36,8,11,2,0,5,4,1,20,0,0
34,4,0,1,1,1,3,1,35,2,1
28,1,13,2,1,3,4,1,35,1,0
67,1,13,1,1,5,4,1,40,5,1
37,4,0,1,1,1,3,1,40,2,0
44,4,0,1,1,3,6,1,70,0,0
25,2,10,2,1,3,4,1,40,4,0
21,2,10,2,1,3,4,1,40,5,0
40,12,14,1,6,1,3,1,35,6,1
78,4,0,2,1,5,4,5,40,3,0
34,4,0,1,1,2,2,1,40,7,0
49,4,0,2,1,3,4,1,44,0,0
22,7,12,2,1,3,4,1,40,0,0
23,4,0,2,0,3,6,5,40,0,0
60,4,0,1,2,3,6,1,42,0,0
45,4,0,1,5,5,4,1,40,0,1
63,8,11,2,1,2,4,1,20,3,0
41,4,0,2,1,3,2,5,35,2,0
47,4,0,2,1,2,6,1,40,0,0
44,4,0,1,1,2,6,1,40,2,0
51,2,10,2,1,5,4,1,40,6,0
46,1,13,1,1,3,4,1,40,4,0
41,8,11,1,1,1,3,1,40,8,0
50,4,0,1,2,1,3,1,30,2,0
47,4,0,1,1,1,3,1,50,0,1
35,4,0,1,1,3,4,1,45,5,0
56,4,0,1,1,1,3,1,55,5,1
45,12,14,1,1,2,4,1,45,6,0
48,1,13,1,4,2,6,1,58,5,1
40,2,10,1,1,1,3,1,40,8,0
39,1,13,1,3,1,3,1,50,5,1
20,2,10,1,1,3,2,1,40,3,0
50,15,16,1,1,1,3,1,65,6,1
38,4,0,2,6,1,1,1,40,6,1
23,1,13,2,5,3,2,1,60,6,0
31,4,0,1,1,3,2,1,16,3,0
58,1,13,1,1,1,3,1,40,0,0
66,4,0,1,1,4,4,5,40,8,0
39,4,0,1,3,1,3,1,40,5,1
54,4,0,1,2,1,3,1,52,2,1
26,2,10,1,1,1,3,1,50,4,0
51,4,0,2,1,2,4,1,40,8,0
34,8,11,1,1,3,2,1,40,0,0
50,4,0,1,1,1,3,1,40,8,1
42,2,10,1,1,1,3,1,44,6,1
38,12,14,1,1,1,3,1,25,6,0
48,10,4,1,1,1,3,1,40,7,0
33,8,11,2,1,1,1,1,40,1,1
51,4,0,2,1,5,6,1,32,3,0
22,4,0,1,1,2,4,1,40,2,0
19,4,0,1,0,3,2,1,30,0,0
41,2,10,1,1,3,4,1,50,2,0
48,12,14,1,5,1,3,1,35,6,1
42,4,0,2,1,4,4,1,30,4,0
34,2,10,1,1,1,3,1,40,3,0
23,4,0,2,1,3,6,5,40,8,0
56,4,0,1,1,1,3,1,50,3,0
30,1,13,1,1,3,4,5,45,6,0
45,4,0,1,1,1,3,1,55,5,1
48,14,6,2,1,1,1,1,40,0,0
48,12,14,1,3,6,4,2,50,4,0
31,8,11,2,1,3,4,1,40,0,0
20,7,12,1,6,3,2,1,20,3,0
27,2,10,1,1,3,4,1,40,4,0
32,4,0,2,1,3,4,5,40,3,0
76,10,4,1,0,5,4,1,2,0,0
19,4,0,1,0,3,6,1,40,0,0
66,0,5,1,3,1,3,1,1,5,0
37,4,0,1,1,3,4,1,75,3,0
34,4,0,2,1,2,6,5,30,0,0
34,3,7,2,0,1,1,1,8,0,0
90,4,0,2,1,3,4,1,40,3,0
23,2,10,2,1,3,2,5,40,8,0
43,2,10,2,1,2,4,1,40,0,0
44,1,13,1,1,1,3,1,60,5,1
24,2,10,2,1,3,4,1,37,1,0
28,5,15,1,1,2,6,1,55,6,0
64,7,12,2,0,3,4,1,20,0,0
23,2,10,1,1,1,3,1,40,3,0
20,2,10,2,1,3,4,1,50,4,0
36,1,13,1,1,1,3,1,50,6,1
61,4,0,1,1,1,3,1,40,8,0
53,1,13,1,2,1,3,1,40,4,1
30,1,13,1,1,1,3,1,40,0,1
52,2,10,1,2,1,3,1,55,4,1
38,2,10,1,1,2,4,1,40,2,0
32,1,13,1,1,1,3,1,40,4,0
30,11,8,1,2,1,3,1,75,0,0
41,8,11,2,1,2,4,1,40,2,0
49,12,14,1,5,1,3,1,40,6,1
45,4,0,1,1,1,3,1,47,2,1
43,4,0,1,2,1,3,1,35,5,0
61,4,0,1,1,1,3,1,40,8,0
54,4,0,1,1,1,3,1,32,3,0
34,7,12,2,1,4,6,1,40,3,0
49,2,10,1,1,1,3,1,80,4,1
38,2,10,1,1,3,2,1,40,3,0
35,5,15,1,1,1,3,1,80,6,1
36,11,8,1,1,1,3,1,40,0,0
30,1,13,1,1,1,3,1,50,5,0
36,7,12,2,1,2,4,1,60,1,0
22,1,13,2,5,3,2,1,20,6,0
38,4,0,1,1,1,3,1,40,2,1
37,4,0,1,1,1,3,1,50,2,1
48,15,16,2,6,1,1,1,46,6,1
17,3,7,1,1,3,2,1,15,0,0
19,2,10,1,2,3,2,1,20,2,0
27,1,13,2,1,3,4,5,40,4,0
22,1,13,1,1,3,2,2,50,4,0
49,4,0,1,1,1,3,1,40,2,0
43,8,11,2,6,1,1,1,40,6,1
43,1,13,2,1,4,6,1,40,6,0
19,4,0,2,5,2,4,1,35,5,0
58,4,0,1,2,1,3,1,60,0,0
41,2,10,1,5,1,3,1,40,0,1
31,2,10,1,1,1,3,1,40,0,0
30,8,11,1,1,1,3,1,40,0,0
32,4,0,1,1,1,3,1,40,0,0
29,1,13,1,1,3,4,1,35,5,0
42,2,10,1,1,1,3,1,52,5,1
38,4,0,1,1,2,2,1,28,2,0
41,7,12,1,4,1,3,1,40,6,1
44,1,13,1,2,3,4,1,50,4,1
31,15,16,1,1,6,4,2,60,6,0
34,4,0,1,1,2,4,1,40,2,0
21,2,10,1,1,3,2,1,40,0,0
22,1,13,1,2,3,2,2,20,6,0
62,14,6,1,1,1,3,1,40,8,0
19,4,0,2,0,3,2,1,40,0,0
29,4,0,2,3,1,1,1,25,4,1
43,2,10,2,1,2,6,1,40,6,0
68,10,4,1,0,1,3,1,8,0,0
45,1,13,1,3,1,3,1,60,8,1
39,0,5,1,3,1,3,1,40,5,0
41,1,13,1,1,1,3,5,50,5,0
34,7,12,2,2,1,1,1,25,6,1
34,4,0,2,5,2,6,1,33,0,0
31,1,13,1,1,3,4,1,47,6,0
29,4,0,1,1,3,2,1,25,7,0
41,1,13,1,1,1,3,1,40,2,1
41,8,11,1,1,1,3,1,55,0,0
35,12,14,1,3,1,3,1,45,4,1
33,1,13,2,1,1,1,1,45,4,1
37,1,13,1,6,3,4,1,38,0,0
69,4,0,2,1,1,1,1,40,4,0
34,4,0,2,1,2,2,1,40,7,0
60,8,11,1,3,1,3,1,70,8,1
36,2,10,1,1,1,3,1,40,2,0
41,4,0,1,1,1,3,1,50,0,0
58,1,13,2,5,1,1,1,40,6,1
53,1,13,1,1,1,3,2,40,6,0
29,2,10,1,1,1,3,1,40,1,0
45,4,0,2,4,2,4,1,40,1,0
34,2,10,1,6,1,3,1,38,5,0
36,1,13,1,1,1,3,1,40,1,0
48,2,10,2,1,2,6,5,35,3,0
20,8,11,2,1,3,2,1,40,0,0
35,4,0,1,1,1,3,1,50,0,1
63,4,0,1,4,5,4,5,40,7,0
41,2,10,1,2,2,6,1,45,3,0
28,1,13,1,1,1,3,1,45,6,0
30,2,10,2,1,3,4,5,40,8,0
34,4,0,2,0,2,4,1,40,0,0
31,4,0,2,1,3,6,1,40,3,0
37,8,11,2,1,3,2,1,38,0,0
42,2,10,1,0,2,6,1,40,0,0
31,2,10,1,1,1,3,1,50,5,1
46,12,14,1,2,1,3,1,45,5,1
35,4,0,1,4,1,3,5,60,0,1
27,4,0,1,1,1,3,1,53,2,0
41,13,2,1,1,1,3,1,35,2,0
19,2,10,2,1,3,2,1,20,3,0
20,2,10,1,1,3,4,1,45,4,0
59,4,0,2,4,5,6,1,40,4,0
40,1,13,1,1,3,4,1,37,3,0
56,2,10,1,2,1,3,1,60,4,0
33,12,14,1,1,1,3,1,44,6,1
30,2,10,2,3,3,4,1,60,5,0
46,4,0,1,1,1,3,1,50,8,0
61,4,0,1,3,1,3,1,35,5,1
50,4,0,1,3,1,3,1,40,5,1
25,4,0,1,1,3,2,1,30,3,0
40,2,10,2,1,2,6,1,39,0,0
24,2,10,1,0,3,4,1,40,0,0
51,4,0,1,1,1,3,1,54,2,0
43,4,0,1,6,1,3,1,40,0,0
34,2,10,1,1,1,3,1,54,0,0
46,4,0,1,1,1,3,1,45,5,1
28,12,14,2,6,1,1,1,50,6,1
26,1,13,1,1,3,6,2,40,0,0
20,4,0,1,1,3,2,1,28,7,0
44,8,11,1,1,1,3,1,40,2,0
51,4,0,1,1,5,6,1,40,0,0
33,1,13,1,1,1,3,1,60,4,1
54,7,12,1,1,1,3,1,40,1,1
50,1,13,2,1,1,1,1,40,6,1
33,4,0,2,1,2,4,5,40,0,0
65,1,13,1,1,1,3,1,20,0,1
22,2,10,2,0,3,2,1,8,0,0
88,5,15,1,2,1,3,1,40,6,0
40,4,0,1,1,2,4,1,40,0,0
51,4,0,2,1,2,4,1,43,0,0
50,3,7,2,1,2,4,5,40,3,0
25,12,14,1,1,1,4,1,99,0,1
20,8,11,1,1,3,4,1,30,3,0
47,4,0,1,1,1,3,1,40,3,0
58,2,10,1,0,1,3,1,40,0,1
22,8,11,2,1,3,2,1,30,0,0
50,4,0,1,6,1,3,1,48,6,1
47,4,0,2,1,3,6,1,40,0,0
24,3,7,1,5,3,4,2,45,3,0
50,4,0,1,0,1,3,1,40,0,1
40,1,13,2,1,2,4,1,45,5,1
36,1,13,1,1,1,3,1,40,6,0
32,4,0,1,1,1,3,1,40,0,0
44,4,0,1,1,1,3,1,40,2,0
51,12,14,1,0,1,3,1,40,0,0
59,2,10,2,4,3,2,5,40,5,0
65,4,0,1,1,1,3,1,30,2,0
24,1,13,2,6,3,4,1,65,0,0
27,1,13,1,5,3,2,1,35,6,0
51,8,11,1,1,2,4,1,40,3,0
48,2,10,1,1,1,3,1,40,2,1
39,4,0,1,1,1,3,1,60,0,0
28,1,13,1,1,1,3,1,40,1,0
19,2,10,2,1,3,2,1,25,3,0
49,1,13,2,5,2,4,5,40,6,0
51,7,12,1,5,1,3,1,60,6,0
59,12,14,1,1,1,3,1,55,6,0
18,4,0,2,1,3,2,1,40,8,0
50,4,0,1,1,1,3,1,40,2,0
45,4,0,1,4,1,3,5,80,0,1
30,1,13,1,5,1,3,1,50,6,1
37,1,13,1,1,2,4,1,35,2,0
44,1,13,1,1,3,4,1,40,3,1
33,2,10,1,1,1,3,5,40,2,0
61,12,14,1,3,1,3,1,40,4,1
61,4,0,1,5,1,3,1,40,0,0
38,1,13,1,1,1,3,1,42,4,1
22,2,10,1,0,3,2,1,30,0,0
36,4,0,1,1,1,3,1,45,8,0
44,2,10,1,3,1,3,1,60,4,1
37,2,10,1,1,4,2,1,62,0,0
31,2,10,2,1,2,6,1,20,2,0
54,15,16,1,1,1,3,1,45,6,1
20,2,10,1,1,3,2,1,16,3,0
63,1,13,2,0,5,4,1,40,0,1
48,2,10,1,2,1,3,3,40,2,1
33,4,0,2,0,2,4,2,41,0,0
31,1,13,1,1,2,4,1,45,5,0
38,5,15,1,1,1,3,1,40,6,1
45,4,0,1,2,1,3,1,40,2,1
48,4,0,1,1,1,3,1,40,2,0
53,2,10,1,1,1,3,1,40,2,0
55,4,0,2,1,5,2,1,40,0,0
38,12,14,1,1,1,3,1,72,0,1
29,4,0,2,1,3,4,1,40,0,0
36,1,13,1,1,1,3,1,60,6,1
42,2,10,1,2,1,3,1,60,0,0
50,4,0,2,1,2,6,1,40,0,0
75,5,15,1,2,1,3,1,35,6,0
46,1,13,1,1,1,3,1,40,6,1
52,4,0,2,4,2,6,1,40,0,0
27,1,13,2,1,3,4,1,40,0,0
43,4,0,1,1,1,3,1,45,2,0
31,3,7,2,1,4,4,5,42,3,0
23,2,10,2,1,3,4,1,30,4,0
34,4,0,2,1,3,4,1,24,4,0
41,4,0,2,2,1,5,1,40,4,0
31,4,0,2,1,3,2,1,30,3,0
42,2,10,2,1,3,2,1,40,0,0
35,12,14,1,1,3,4,1,45,6,1
55,4,0,2,1,4,4,1,25,0,0
36,4,0,2,6,5,4,1,40,5,0
65,4,0,1,2,1,3,1,59,5,1
38,2,10,1,5,3,4,1,12,3,0
62,2,10,2,1,5,4,1,20,3,0
54,5,15,1,3,1,3,1,60,6,1
49,4,0,1,1,2,4,1,40,0,0
34,4,0,2,1,1,1,1,40,0,0
32,4,0,2,1,3,2,1,40,7,0
51,12,14,1,3,1,3,1,50,5,1
48,2,10,1,2,1,3,1,60,5,0
30,4,0,1,1,1,3,1,40,0,0
52,4,0,2,4,2,4,1,43,0,0
28,2,10,1,2,3,4,1,40,0,0
29,4,0,1,1,1,3,2,40,2,0
38,1,13,2,1,3,4,1,50,0,0
57,4,0,1,1,1,3,1,50,4,1
43,1,13,1,4,1,3,1,40,6,1
37,2,10,1,6,4,4,1,40,0,0
30,4,0,1,1,1,3,1,40,2,0
53,4,0,1,1,1,3,1,48,0,1
69,8,11,2,0,5,4,1,1,0,0
73,4,0,2,1,5,4,1,37,3,0
22,2,10,1,3,3,2,1,35,2,0
31,4,0,2,1,3,4,1,45,4,0
38,1,13,1,1,1,3,1,40,6,1
